Q1,T1,Tsp
0.0,20.949499999999997,20.949499999999997
0.0,20.949499999999997,20.949499999999997
0.0,20.949499999999997,20.949499999999997
0.0,20.949499999999997,20.949499999999997
0.0,20.949499999999997,20.949499999999997
0.0,20.949499999999997,20.949499999999997
0.0,20.949499999999997,20.949499999999997
1.9737651999999908,20.6272,20.949499999999997
0.03996519999999983,20.949499999999997,20.949499999999997
0.03996519999999983,20.949499999999997,20.949499999999997
0.03996519999999983,20.949499999999997,20.949499999999997
0.03996519999999983,20.949499999999997,20.949499999999997
0.03996519999999983,20.949499999999997,20.949499999999997
0.03996519999999983,20.949499999999997,20.949499999999997
0.03996519999999983,20.949499999999997,20.949499999999997
0.03996519999999983,20.949499999999997,20.949499999999997
0.03996519999999983,20.949499999999997,20.949499999999997
0.03996519999999983,20.949499999999997,20.949499999999997
0.03996519999999983,20.949499999999997,20.949499999999997
0.03996519999999983,20.949499999999997,20.949499999999997
0.03996519999999983,20.949499999999997,20.949499999999997
0.03996519999999983,20.949499999999997,20.949499999999997
0.03996519999999983,20.949499999999997,20.949499999999997
0.03996519999999983,20.949499999999997,20.949499999999997
0.03996519999999983,20.949499999999997,20.949499999999997
0.03996519999999983,20.949499999999997,20.949499999999997
0.03996519999999983,20.949499999999997,20.949499999999997
0.03996519999999983,20.949499999999997,20.949499999999997
0.03996519999999983,20.949499999999997,20.949499999999997
0.03996519999999983,20.949499999999997,20.949499999999997
100.0,20.949499999999997,49.0
100.0,20.949499999999997,49.0
100.0,20.949499999999997,49.0
100.0,20.949499999999997,49.0
100.0,21.2718,49.0
100.0,21.2718,49.0
100.0,21.594099999999997,49.0
100.0,21.594099999999997,49.0
100.0,21.9164,49.0
100.0,21.9164,49.0
100.0,22.238699999999998,49.0
100.0,22.561,49.0
100.0,22.8833,49.0
100.0,22.8833,49.0
100.0,23.5279,49.0
100.0,23.850199999999997,49.0
100.0,24.1725,49.0
100.0,24.494799999999998,49.0
100.0,24.817099999999996,49.0
100.0,25.1394,49.0
100.0,25.461699999999997,49.0
100.0,25.784,49.0
100.0,26.106299999999997,49.0
100.0,26.4286,49.0
100.0,26.750899999999998,49.0
100.0,26.750899999999998,49.0
100.0,27.717799999999997,49.0
100.0,27.717799999999997,49.0
100.0,28.362399999999997,49.0
100.0,29.006999999999998,49.0
100.0,29.329299999999996,49.0
100.0,29.6516,49.0
100.0,29.973899999999997,49.0
100.0,30.618499999999997,49.0
100.0,31.263099999999998,49.0
100.0,31.585399999999996,49.0
100.0,31.9077,49.0
100.0,32.552299999999995,49.0
98.28880231999999,32.8746,49.0
98.09966456,33.1969,49.0
97.21855896000001,33.5192,49.0
97.22504696000001,33.841499999999996,49.0
96.28823960000003,34.163799999999995,49.0
93.93062584,34.8084,49.0
95.06595384,34.8084,49.0
94.10855256,35.1307,49.0
93.08511096000002,35.452999999999996,49.0
92.02943104000003,35.775299999999994,49.0
91.6232752,36.0976,49.0
90.66569096,36.4199,49.0
89.70270872,36.7422,49.0
88.56142592000002,37.064499999999995,49.0
87.42661408000004,37.386799999999994,49.0
88.20702112000004,37.386799999999994,49.0
87.10423136,37.7091,49.0
84.59084072000002,38.353699999999996,49.0
85.28923800000001,38.353699999999996,49.0
84.02443320000003,38.675999999999995,49.0
82.73874336,38.9983,49.0
81.98970192,39.3206,49.0
82.69436224,39.3206,49.0
80.04826720000003,39.965199999999996,49.0
80.65540576000002,39.965199999999996,49.0
77.8214784,40.6098,49.0
78.43228496,40.6098,49.0
77.03419352,40.9321,49.0
75.89973944000002,41.2544,49.0
76.64951352000003,41.2544,49.0
73.67947992000003,41.898999999999994,49.0
72.84654080000001,42.2213,49.0
71.33111552000003,42.5436,49.0
72.07489280000001,42.5436,49.0
70.81829744000002,42.865899999999996,49.0
69.41918304000004,43.188199999999995,49.0
69.68420112000004,43.188199999999995,49.0
68.17638632000003,43.51049999999999,49.0
67.00733192000001,43.8328,49.0
67.3917716,43.8328,49.0
65.74478968000003,44.1551,49.0
66.20214824000001,44.1551,49.0
64.47096072000002,44.477399999999996,49.0
64.88703992000002,44.477399999999996,49.0
65.10412472000003,44.477399999999996,49.0
63.560112560000036,44.799699999999994,49.0
62.14131096,45.122,49.0
62.33676216,45.122,49.0
62.51670135999999,45.122,49.0
60.91002576,45.4443,49.0
61.23146104,45.4443,49.0
59.60030728000001,45.7666,49.0
59.88225976000001,45.7666,49.0
60.04263640000001,45.7666,49.0
58.38131536000002,46.088899999999995,49.0
58.653794320000024,46.088899999999995,49.0
58.91462888000002,46.088899999999995,49.0
57.227282640000034,46.411199999999994,49.0
57.34533192000004,46.411199999999994,49.0
57.54208072000004,46.411199999999994,49.0
55.75152352,46.7335,49.0
55.96366792,46.7335,49.0
56.17399912,46.7335,49.0
56.27009872,46.7335,49.0
56.487682719999995,46.7335,49.0
54.73585984000001,47.0558,49.0
54.83384752000001,47.0558,49.0
53.05055984000002,47.378099999999996,49.0
53.160849040000016,47.378099999999996,49.0
53.30746880000002,47.378099999999996,49.0
53.457981120000014,47.378099999999996,49.0
51.635426880000026,47.700399999999995,49.0
51.697807680000025,47.700399999999995,49.0
51.81737088000003,47.700399999999995,49.0
51.99931488000003,47.700399999999995,49.0
50.156990160000035,48.02269999999999,49.0
50.28912112000003,48.02269999999999,49.0
50.34072256000003,48.02269999999999,49.0
50.43063416000003,48.02269999999999,49.0
50.47598088000004,48.02269999999999,49.0
50.56354696000004,48.02269999999999,49.0
50.70193264000004,48.02269999999999,49.0
48.830488640000006,48.345,49.0
48.92218864000001,48.345,49.0
48.99712064000001,48.345,49.0
49.05738064000001,48.345,49.0
49.113972640000014,48.345,49.0
49.146460640000015,48.345,49.0
47.24380136000003,48.6673,49.0
47.27094968000003,48.6673,49.0
49.24038168000002,48.345,49.0
47.338520880000026,48.6673,49.0
47.36939544000003,48.6673,49.0
47.39973768000003,48.6673,49.0
47.41544112000003,48.6673,49.0
47.45589744000004,48.6673,49.0
47.48304576000004,48.6673,49.0
47.49821688000004,48.6673,49.0
47.52909144000004,48.6673,49.0
47.551182720000035,48.6673,49.0
47.58152496000004,48.6673,49.0
47.59749456000004,48.6673,49.0
47.626506000000035,48.6673,49.0
45.69371272000004,48.989599999999996,49.0
47.65891960000003,48.6673,49.0
45.72561048000004,48.989599999999996,49.0
45.72707480000005,48.989599999999996,49.0
45.727665520000045,48.989599999999996,49.0
45.72814808000005,48.989599999999996,49.0
45.72912152000005,48.989599999999996,49.0
45.73009496000005,48.989599999999996,49.0
45.731068400000055,48.989599999999996,49.0
45.731559280000056,48.989599999999996,49.0
45.732566000000055,48.989599999999996,49.0
45.73348120000006,48.989599999999996,49.0
45.73396376000006,48.989599999999996,49.0
45.73507864000006,48.989599999999996,49.0
45.736043760000065,48.989599999999996,49.0
45.736983920000064,48.989599999999996,49.0
45.73795736000007,48.989599999999996,49.0
45.738980720000065,48.989599999999996,49.0
45.739912560000064,48.989599999999996,49.0
45.74087768000007,48.989599999999996,49.0
45.74145176000007,48.989599999999996,49.0
45.74291608000007,48.989599999999996,49.0
45.74392280000007,48.989599999999996,49.0
45.744896240000074,48.989599999999996,49.0
45.74584472000007,48.989599999999996,49.0
45.746318960000075,48.989599999999996,49.0
45.74728408000008,48.989599999999996,49.0
45.74876504000008,48.989599999999996,49.0
45.750304240000084,48.989599999999996,49.0
45.75103640000008,48.989599999999996,49.0
45.75127768000008,48.989599999999996,49.0
45.75215128000008,48.989599999999996,49.0
45.75342424000008,48.989599999999996,49.0
45.75453912000008,48.989599999999996,49.0
45.75517144000008,48.989599999999996,49.0
45.75598680000008,48.989599999999996,49.0
45.75692696000008,48.989599999999996,49.0
45.75740120000008,48.989599999999996,49.0
45.75839128000008,48.989599999999996,49.0
45.75928152000008,48.989599999999996,49.0
45.76025496000008,48.989599999999996,49.0
45.76113688000008,48.989599999999996,49.0
45.76169432000008,48.989599999999996,49.0
45.76219352000008,48.989599999999996,49.0
45.763250160000084,48.989599999999996,49.0
45.764231920000086,48.989599999999996,49.0
45.76478104000009,48.989599999999996,49.0
45.76622040000009,48.989599999999996,49.0
47.747396880000075,48.6673,49.0
45.81405448000008,48.989599999999996,49.0
45.81499464000008,48.989599999999996,49.0
45.81554376000008,48.989599999999996,49.0
45.816517200000085,48.989599999999996,49.0
45.817939920000086,48.989599999999996,49.0
45.81891336000009,48.989599999999996,49.0
45.819870160000086,48.989599999999996,49.0
45.821317840000084,48.989599999999996,49.0
47.779604560000074,48.6673,49.0
45.846994320000086,48.989599999999996,49.0
45.84795944000009,48.989599999999996,49.0
45.84844200000009,48.989599999999996,49.0
47.81125344000008,48.6673,49.0
47.85304056000008,48.6673,49.0
45.92018904000009,48.989599999999996,49.0
45.92115416000009,48.989599999999996,49.0
45.921986160000095,48.989599999999996,49.0
45.9230344800001,48.989599999999996,49.0
45.9240162400001,48.989599999999996,49.0
45.9244988000001,48.989599999999996,49.0
45.9254972000001,48.989599999999996,49.0
47.890171760000094,48.6673,49.0
45.957278640000105,48.989599999999996,49.0
45.957861040000104,48.989599999999996,49.0
47.9212048000001,48.6673,49.0
45.98837824000011,48.989599999999996,49.0
45.98887744000011,48.989599999999996,49.0
47.9519550400001,48.6673,49.0
47.9836280800001,48.6673,49.0
46.05077656000011,48.989599999999996,49.0
46.05122584000011,48.989599999999996,49.0
48.016965040000095,48.6673,49.0
46.08413016000011,48.989599999999996,49.0
46.08510360000011,48.989599999999996,49.0
48.0503104800001,48.6673,49.0
48.0657477600001,48.6673,49.0
46.13284632000011,48.989599999999996,49.0
48.082349760000106,48.6673,49.0
46.149556480000115,48.989599999999996,49.0
48.128603680000104,48.6673,49.0
46.195777120000116,48.989599999999996,49.0
48.16071784000011,48.6673,49.0
46.22785800000012,48.989599999999996,49.0
48.17736144000011,48.6673,49.0
46.244950880000125,48.989599999999996,49.0
48.18806648000012,48.6673,49.0
46.255356400000124,48.989599999999996,49.0
46.25632984000013,48.989599999999996,49.0
46.25726168000013,48.989599999999996,49.0
48.22246856000012,48.6673,49.0
46.289167760000126,48.989599999999996,49.0
48.23840504000012,48.6673,49.0
48.26874728000012,48.6673,49.0
48.30015416000012,48.6673,49.0
46.36725272000013,48.989599999999996,49.0
46.367860080000135,48.989599999999996,49.0
46.36880856000013,48.989599999999996,49.0
48.348920400000125,48.6673,49.0
48.378996480000126,48.6673,49.0
46.44616160000014,48.989599999999996,49.0
46.44710176000014,48.989599999999996,49.0
46.44760096000014,48.989599999999996,49.0
46.44858272000014,48.989599999999996,49.0
46.44957280000014,48.989599999999996,49.0
46.45051296000014,48.989599999999996,49.0
48.39948408000013,48.6673,49.0
48.43089096000013,48.6673,49.0
46.49849704000014,48.989599999999996,49.0
48.46317160000013,48.6673,49.0
48.50868496000013,48.6673,49.0
46.57585840000014,48.989599999999996,49.0
46.577272800000145,48.989599999999996,49.0
48.54194736000014,48.6673,49.0
46.60863824000015,48.989599999999996,49.0
46.60912912000015,48.989599999999996,49.0
46.61009424000015,48.989599999999996,49.0
46.611500320000154,48.989599999999996,49.0
46.611558560000155,48.989599999999996,49.0
46.612839840000156,48.989599999999996,49.0
46.61381328000016,48.989599999999996,49.0
46.61429584000016,48.989599999999996,49.0
46.61493648000016,48.989599999999996,49.0
46.61616784000016,48.989599999999996,49.0
46.61664208000016,48.989599999999996,49.0
46.61807312000016,48.989599999999996,49.0
46.61898832000016,48.989599999999996,49.0
46.61949584000016,48.989599999999996,49.0
46.61998672000016,48.989599999999996,49.0
46.62109328000017,48.989599999999996,49.0
48.58603400000016,48.6673,49.0
48.61451312000016,48.6673,49.0
46.68120400000017,48.989599999999996,49.0
46.68219408000017,48.989599999999996,49.0
46.683092640000176,48.989599999999996,49.0
46.68364176000018,48.989599999999996,49.0
46.68464016000018,48.989599999999996,49.0
46.68513936000018,48.989599999999996,49.0
46.68611280000018,48.989599999999996,49.0
46.68706128000018,48.989599999999996,49.0
46.68802640000018,48.989599999999996,49.0
46.688508960000185,48.989599999999996,49.0
46.68995664000018,48.989599999999996,49.0
46.690588960000184,48.989599999999996,49.0
46.69155408000019,48.989599999999996,49.0
46.69231952000019,48.989599999999996,49.0
46.69329296000019,48.989599999999996,49.0
46.693775520000194,48.989599999999996,49.0
46.6943163200002,48.989599999999996,49.0
46.6953147200002,48.989599999999996,49.0
46.696479520000196,48.989599999999996,49.0
46.6972532800002,48.989599999999996,49.0
46.6982600000002,48.989599999999996,49.0
46.6991169600002,48.989599999999996,49.0
46.6996161600002,48.989599999999996,49.0
46.7000987200002,48.989599999999996,49.0
46.7010721600002,48.989599999999996,49.0
46.702536480000205,48.989599999999996,49.0
46.7034849600002,48.989599999999996,49.0
46.704458400000206,48.989599999999996,49.0
46.70542352000021,48.989599999999996,49.0
46.70592272000021,48.989599999999996,49.0
46.70688784000021,48.989599999999996,49.0
46.70835216000022,48.989599999999996,49.0
46.70885136000022,48.989599999999996,49.0
46.70989136000022,48.989599999999996,49.0
46.71086480000022,48.989599999999996,49.0
48.65983592000021,48.6673,49.0
46.72695944000022,48.989599999999996,49.0
46.72751688000022,48.989599999999996,49.0
46.728498640000225,48.989599999999996,49.0
46.72898120000023,48.989599999999996,49.0
46.729854800000226,48.989599999999996,49.0
46.73153544000023,48.989599999999996,49.0
46.73300808000023,48.989599999999996,49.0
46.73394824000023,48.989599999999996,49.0
46.734913360000235,48.989599999999996,49.0
46.735687120000236,48.989599999999996,49.0
46.736777040000234,48.989599999999996,49.0
48.70171776000023,48.6673,49.0
46.768808000000234,48.989599999999996,49.0
46.769365440000236,48.989599999999996,49.0
46.77032224000023,48.989599999999996,49.0
46.770813120000234,48.989599999999996,49.0
46.77221920000024,48.989599999999996,49.0
46.77313440000024,48.989599999999996,49.0
46.77325920000024,48.989599999999996,49.0
46.77451552000024,48.989599999999996,49.0
46.77502304000024,48.989599999999996,49.0
46.77601312000024,48.989599999999996,49.0
46.77741088000025,48.989599999999996,49.0
46.77859232000025,48.989599999999996,49.0
46.77921632000025,48.989599999999996,49.0
46.780181440000256,48.989599999999996,49.0
46.781612480000256,48.989599999999996,49.0
46.78260256000026,48.989599999999996,49.0
46.78335968000026,48.989599999999996,49.0
46.78407520000026,48.989599999999996,49.0
46.78502368000026,48.989599999999996,49.0
46.78609696000026,48.989599999999996,49.0
46.78659616000026,48.989599999999996,49.0
46.78802720000026,48.989599999999996,49.0
46.78899232000026,48.989599999999996,49.0
48.73796344000025,48.6673,49.0
46.80506200000026,48.989599999999996,49.0
46.80557784000026,48.989599999999996,49.0
46.807399920000265,48.989599999999996,49.0
46.80830680000027,48.989599999999996,49.0
46.80920536000027,48.989599999999996,49.0
46.80990424000027,48.989599999999996,49.0
46.81084440000027,48.989599999999996,49.0
46.81181784000027,48.989599999999996,49.0
46.812308720000274,48.989599999999996,49.0
46.813731440000275,48.989599999999996,49.0
46.81470488000028,48.989599999999996,49.0
46.81562840000028,48.989599999999996,49.0
46.81660184000028,48.989599999999996,49.0
46.81791640000028,48.989599999999996,49.0
46.81888152000028,48.989599999999996,49.0
46.81967192000028,48.989599999999996,49.0
46.82126104000028,48.989599999999996,49.0
46.82270872000028,48.989599999999996,49.0
46.82375704000028,48.989599999999996,49.0
46.82481368000028,48.989599999999996,49.0
46.82540440000028,48.989599999999996,49.0
46.82636120000028,48.989599999999996,49.0
46.82778392000028,48.989599999999996,49.0
46.82829144000028,48.989599999999996,49.0
46.82877400000028,48.989599999999996,49.0
46.83043800000028,48.989599999999996,49.0
46.83135320000028,48.989599999999996,49.0
46.83234328000028,48.989599999999996,49.0
46.83332504000028,48.989599999999996,49.0
46.83426520000028,48.989599999999996,49.0
46.83474776000028,48.989599999999996,49.0
46.835729520000285,48.989599999999996,49.0
46.83664472000029,48.989599999999996,49.0
46.83712728000029,48.989599999999996,49.0
46.83810072000029,48.989599999999996,49.0
46.83909912000029,48.989599999999996,49.0
46.84003928000029,48.989599999999996,49.0
46.840580080000294,48.989599999999996,49.0
46.842002800000294,48.989599999999996,49.0
46.843500400000295,48.989599999999996,49.0
46.8439829600003,48.989599999999996,49.0
46.8449564000003,48.989599999999996,49.0
46.8454056800003,48.989599999999996,49.0
46.8463042400003,48.989599999999996,49.0
